motif_index_0based,motif_id,motif_title,motif_gloss,description_present,tradition_frequency,tradition_prevalence
668,g16_6,Ants find cultivated plants,Ants are the first who find cultivated plants (corn or manioc) which are concealed from the others in particular place,True,13,0.014038876889848811
669,g17_6,Gift of a reptile,Serpent or alligator is the original possessor or the source of cultivated plants or wild staples,True,29,0.03131749460043196
670,g18_6,Person wants to be killed,"A boy, woman or (more rare) man asks other people to abandon him or her in the forest, to burn or drag her or him on or around the future garden plot, to burn her in her house, etc. A woman usually asks to kill her when she understands that people know her way of producing food which she extracts from her own body. People fulfill person's wish and find cultivated plants on the place",True,26,0.028077753779697623
671,g19_6,Burned men bring plants,"After a conflict in primeval community, a group of men or youths (Paresi: a boy and a girl) burned themselves in a bonfire (or leap over it, etc.). As a result, people acquire cultivated plants, especially corn",True,3,0.0032397408207343412
672,g20_6,Woman turns into plants,Food crops emerge from remains of a woman or girl,True,48,0.05183585313174946
673,g21_6,Coconut palm from a human head,Coconut palm grows out of the human head,True,27,0.029157667386609073
674,g22_6,Frog or toad and plants,Frog or toad is related to acquisition of cultivated plants,True,12,0.012958963282937365
675,g23_10,Alive being turns into many objects,"Person or creature is transformed. Separate parts of its (his, her) body give origin to different objects or creatures",True,167,0.18034557235421167
676,g23a_6,Alive being turns into plants,"Person or creature is transformed. Separate parts of its (his, her) body give origin to different plants, mostly edible or cultivated",True,46,0.04967602591792657
677,g23b_5,Alive being turns into nations,Different body parts of a huge being turn into people of different ethnic affiliation or such people receive their names and characteristics according to body parts that they got,True,20,0.02159827213822894
678,g25_6,Cereals spilled over the earth,"Seeds of cereals have been spilled over the earth, now people cultivate them",True,3,0.0032397408207343412
679,g26_6,Swallowed food: saved for people,Food products were swallowed or hidden in person's mouth. Thanks to this people got them,True,12,0.012958963282937365
680,g27_6,Plants from urine,Person urinates producing the first cultivated plants,True,8,0.008639308855291577
681,g28_6,The fish tree,Tree contains fish in its trunk,True,15,0.016198704103671708
682,g29_8,Demon made of artifacts,Demonic person turns into or consists of different household objects or tools (and into elements of a landscape),True,20,0.02159827213822894
683,g30_6,Chopped penis turns into plants,A cut off long penis turns into many edible plants,True,14,0.01511879049676026
684,g31_10,Trees tied up with a rope,"To clear a garden plot, persons put a rope around many trees, pull it, all the trees fall",True,5,0.005399568034557235
685,h1a_4,The originator of death the first sufferer,"One person wants man to live forever, another wants man to be mortal. When somebody dear to the latter one dies, he or she is eager to accept the suggestion of his or her opponent but the original decision cannot be changed",True,47,0.05075593952483801
686,h1b_4,Death of a neighbor’s child,Person does something that results in originating of death because death of some alive being deer to another person is indifferent or desirable for him or her,True,34,0.0367170626349892
687,h1bb_4,The not revived dog,"Person refuses to revive a dog which is dear to another person, and this conflict is related to the missed opportunity to revive people",True,4,0.004319654427645789
688,h1c_4,Stamped down grave,People do not come back to life (or do not come anymore to their relatives after death) when somebody buries the dead in a grave or stamps down the earth on the grave,True,27,0.029157667386609073
689,h2_4,The selfish animal,"Animals ask God to make people mortal because people would be too numerous and step on the animals, deprive them of their food and habitat, or because the animals want to feast on the human corpses",True,22,0.023758099352051837
690,h3_4,Sham funerals bring death,People become mortal because they imitated real funerals burying an animal,True,7,0.00755939524838013
691,h4_4,The shed skin,"Those who change their skin become young again. In many cases, people are contrasted to snakes, invertebrates or some trees who shed their skin or bark and rejuvenate",True,117,0.1263498920086393
692,h4a_4,Process of rejuvenation is broken,People do not become young (usually do not shed their skin) anymore because certain person was bothered during rejuvenation or was not recognized by his family in his new guise,True,31,0.03347732181425486
693,h5_4,People and snakes,Reptiles or invertebrates are contrasted with men as immortal with mortals and/or are responsible for originating of death; or a snake's bite inflicts the first death,True,125,0.13498920086393087
694,h6a_4,People and plants,"Mortal humans are contrasted with (almost) immortal trees that shed their bark, become green again after winter sleep or propagate by sprouts",True,38,0.04103671706263499
695,h6b_4,The life-medicine spilled on plants,"The life-medicine is accidentally spilled not on men but on plants which become evergreen, capable for regeneration or producing fruits",True,25,0.026997840172786176
696,h6bb_4,The lost objects,Animal person is sent to pass to the people certain objects or substance but loses or replaces them. Because of this people miss possibility to become immortal or their life becomes difficult,True,23,0.024838012958963283
697,h6c_4,The immortal raven,Raven is contrasted with people as an immortal with mortals (usually is sent to bring water of immortality or drinks itself water of immortality),True,28,0.03023758099352052
698,h6d_4,Stolen immortality,"Person brings a remedy that gets immortality. While he is asleep, somebody else steals the remedy",True,7,0.00755939524838013
699,h7_8,The personified Death,"Death (alone or with Old Age, Disease, etc.) is a particular personage not identical with the Master of the Dead. Death comes and kills people",True,157,0.1695464362850972
700,h7a_11,The Death and a doctor,"Man receives from Death (Fortune, some spirit) knowledge will the patient recover or die. He becomes a doctor and receives rich rewards. Usually he gets the ability to see Death near the bed of a patient and considering a particular place where Death stands, gets to know perspectives of recovering",True,56,0.06047516198704104
701,h7b_11,The Death in a tree,A man has a tree from which nobody can climb down without his will. He lures there Death or Devil who came after him,True,18,0.019438444924406047
702,h7c_11,Not finished prayer,Death promises to take a man after he has finished a prayer. The man begins to pray but does not finish his prayer and the Death cannot take him,True,26,0.028077753779697623
703,h8_4,The failed test,"People lose immortality because they do not dare to touch or drink something loathsome, poisonous, hot or otherwise dangerous",True,17,0.0183585313174946
704,h9_4,Strong and weak,People are mortal because they have been likened to something subject to decay and easy destruction (e.g. to the soft wood and not to the stone),True,50,0.05399568034557235
705,h9a_4,Who will give birth the first,"One woman is associated with stone, another with a plant. The plant-woman gives birth the first or the stone-woman do not have children at all. That's because people have their present characteristics (are mortal, capable to speak, etc.), or offsprings of the two women are different (skillful and not, etc.)",True,6,0.0064794816414686825
706,h9b_4,Children as shoots of plants,People are likened to plants which are mortal but revive in their offsets,True,7,0.00755939524838013
707,h10_4,"Stone sinks, stick floats",People are mortal because stone thrown into the water sank. They have missed a chance to be like wood or other organic matter that floated,True,29,0.03131749460043196
708,h11_8,The call of God,People become mortal because they do not hear or answer a call of a being who promises them immortality (or do not pronounce his name) or answer a call (pronouns the name) of a being who brings death,True,43,0.04643628509719223
709,h12_8,Orpheus: visit to the land of the dead,"Alive person visits the land of the dead, usually following a dead person",True,173,0.18682505399568033
710,h12a_10,Dead woman pursues her husband,"Wife dies, husband comes after her or he kills his untrue wife. The dead wife turns into monster and pursues him",True,5,0.005399568034557235
711,h12b_8,Ghosts feed on excrements,Inhabitants of the land of the dead eat excrements,True,8,0.008639308855291577
712,h13_10,Dead person returns and revives,Person comes to the land of the dead and brings back somebody who has recently died. This person becomes alive and lives normal life,True,34,0.0367170626349892
